Accession	ID	Name	TFs	EnsemblID
M04380	ISX_03	ISX	ISX	ENSG00000175329
M04381	ISX_04	ISX	ISX	ENSG00000175329
M04382	IRX3_05	Irx3	IRX3	ENSG00000177508
M04383	LBX2_03	LBX2	LBX2	ENSG00000179528
M04384	LBX2_04	LBX2	LBX2	ENSG00000179528
M04385	LHX2_02	LHX2	LHX2	ENSG00000106689
M04386	LHX2_03	LHX2	LHX2	ENSG00000106689
M04387	LHX6_05	LHX6	LHX6	ENSG00000106852
M04388	LHX6_06	LHX6	LHX6	ENSG00000106852
M04389	LHX6_07	LHX6	LHX6	ENSG00000106852
M04390	LHX9_03	LHX9	LHX9	ENSG00000143355
M04391	LHX9_04	LHX9	LHX9	ENSG00000143355
M04392	LMX1A_02	LMX1A	LMX1A	ENSG00000162761
M04393	LMX1B_03	LMX1B	LMX1B	ENSG00000136944
M04394	LHX4_03	Lhx4	LHX4	ENSG00000121454
M04395	LHX8_03	Lhx8	LHX8	ENSG00000162624
M04396	LHX8_04	Lhx8	LHX8	ENSG00000162624
M04397	LHX8_05	Lhx8	LHX8	ENSG00000162624
M04398	MEOX1_02	MEOX1	MEOX1	ENSG00000005102
M04399	MEOX2_01	MEOX2	MEOX2	ENSG00000106511
M04400	MEOX2_02	MEOX2	MEOX2	ENSG00000106511
M04401	MEOX2_03	MEOX2	MEOX2	ENSG00000106511
M04402	MIXL1_01	MIXL1	MIXL1	ENSG00000185155
M04403	MNX1_02	MNX1	MNX1	ENSG00000130675
M04404	MSX1_04	Msx-1	MSX1	ENSG00000163132
M04405	MSX1_05	Msx-1	MSX1	ENSG00000163132
M04406	MSX2_03	MSX2	MSX2	ENSG00000120149
M04407	MSX2_04	MSX2	MSX2	ENSG00000120149
M04408	MEOX2_04	Meox2	MEOX2	ENSG00000106511
M04411	NKX23_03	NKX2-3	NKX2-3	ENSG00000119919
M04412	NKX28_01	NKX2-8	NKX2-8	ENSG00000136327
M04413	NKX31_06	NKX3-1	NKX3-1	ENSG00000167034
M04414	NKX32_06	NKX3-2	NKX3-2	ENSG00000109705
M04415	NKX61_07	NKX6-1	NKX6-1	ENSG00000163623
M04416	NKX62_01	NKX6-2	NKX6-2	ENSG00000148826
M04417	NOTO_01	NOTO	NOTO	ENSG00000214513
M04418	OTX1_03	OTX1	OTX1	ENSG00000115507
M04419	OTX1_04	OTX1	OTX1	ENSG00000115507
M04420	OTX2_03	OTX2	OTX2	ENSG00000165588
M04421	OTX2_04	OTX2	OTX2	ENSG00000165588
M04422	OTX1_05	Otx1	OTX1	ENSG00000115507
M04423	OTX1_06	Otx1	OTX1	ENSG00000115507
M04424	PDX1_05	PDX1	PDX1	ENSG00000139515
M04425	PDX1_06	PDX1	PDX1	ENSG00000139515
M04426	PHOX2A_02	PHOX2A	PHOX2A	ENSG00000165462
M04427	PHOX2B_02	PHOX2B	PHOX2B	ENSG00000109132
M04428	PITX1_03	PITX1	PITX1	ENSG00000069011
M04429	PITX3_03	PITX3	PITX3	ENSG00000107859
M04430	PROP1_04	Prop-1	PROP1	ENSG00000175325
M04431	PRRX1_02	PRRX1	PRRX1	ENSG00000116132
M04432	PRRX1_03	PRRX1	PRRX1	ENSG00000116132
M04433	PRRX2_06	PRRX2	PRRX2	ENSG00000167157
M04434	RAX2_01	RAX2	RAX2	ENSG00000173976
M04435	RAX_03	RAX	RAX	ENSG00000134438
M04436	RHOXF1_01	RHOXF1	RHOXF1	ENSG00000101883
M04437	RHOXF1_02	RHOXF1	RHOXF1	ENSG00000101883
M04439	SHOX2_03	SHOX2	SHOX2	ENSG00000168779
M04440	SHOX_01	SHOX	SHOX	ENSG00000185960
M04441	SHOX2_04	Shox2	SHOX2	ENSG00000168779
M04442	UNCX_02	UNCX	UNCX	ENSG00000164853
M04443	UNCX_03	UNCX	UNCX	ENSG00000164853
M04444	UNCX_04	Uncx	UNCX	ENSG00000164853
M04445	UNCX_05	Uncx	UNCX	ENSG00000164853
M04446	VAX1_03	VAX1	VAX1	ENSG00000148704
M04447	VAX2_03	VAX2	VAX2	ENSG00000116035
M04448	VENTX_01	VENTX	VENTX	ENSG00000151650
M04449	VENTX_02	VENTX	VENTX	ENSG00000151650
M04450	VSX1_03	VSX1	VSX1	ENSG00000100987
M04451	VSX2_01	VSX2	VSX2	ENSG00000119614
M04453	AR_08	AR	AR	ENSG00000169083
M04454	AR_09	AR	AR	ENSG00000169083
M04455	ESR1_03	ESR1	ESR1	ENSG00000091831
M04456	ESRRA_05	ESRRA	ESRRA	ENSG00000173153
M04457	ESRRA_06	ESRRA	ESRRA	ENSG00000173153
M04458	ESRRA_07	ESRRA	ESRRA	ENSG00000173153
M04459	ESRRB_02	ESRRB	ESRRB	ENSG00000119715
M04460	ESRRG_01	ESRRG	ESRRG	ENSG00000196482
M04461	ESRRG_02	ESRRG	ESRRG	ENSG00000196482
M04462	ESRRG_03	ESRRG	ESRRG	ENSG00000196482
M04463	ESRRA_08	Esrra	ESRRA	ENSG00000173153
M04464	ESRRA_09	Esrra	ESRRA	ENSG00000173153
M04465	HNF4A_05	HNF4A	HNF4A	ENSG00000101076
M04466	HNF4A_06	HNF4A	HNF4A	ENSG00000101076
M04467	HNF4A_07	HNF4A	HNF4A	ENSG00000101076
M04468	HNF4A_08	HNF4A	HNF4A	ENSG00000101076
M04469	NR2C2_01	NR2C2	NR2C2	ENSG00000177463
M04470	NR2E1_01	NR2E1	NR2E1	ENSG00000112333
M04471	NR2E1_02	NR2E1	NR2E1	ENSG00000112333
M04472	NR2F1_02	COUP-TF1	NR2F1	ENSG00000175745
M04473	NR2F1_03	COUP-TF1	NR2F1	ENSG00000175745
M04474	NR2F1_04	COUP-TF1	NR2F1	ENSG00000175745
M04475	NR2F6_01	NR2F6	NR2F6	ENSG00000160113
M04476	NR3C1_03	NR3C1	NR3C1	ENSG00000113580
M04477	NR3C2_01	NR3C2	NR3C2	ENSG00000151623
M04478	NR4A2_02	NR4A2	NR4A2	ENSG00000153234
M04479	NR4A2_03	NR4A2	NR4A2	ENSG00000153234
M04480	NR4A2_04	NR4A2	NR4A2	ENSG00000153234
M04481	RARA_05	RARA	RARA	ENSG00000131759
M04482	RARA_06	RARA	RARA	ENSG00000131759
M04483	RARA_07	RARA	RARA	ENSG00000131759
M04484	RARG_01	RARG	RARG	ENSG00000172819
M04485	RARG_02	RARG	RARG	ENSG00000172819
M04486	RARG_03	RARG	RARG	ENSG00000172819
M04487	RORA_05	RORA	RORA	ENSG00000069667
M04488	RORA_06	RORA	RORA	ENSG00000069667
M04489	RXRA_05	RXRA	RXRA	ENSG00000186350
M04490	RXRA_06	RXRA	RXRA	ENSG00000186350
M04491	RXRB_01	RXRB	RXRB	ENSG00000204231
M04492	RXRG_02	RXRG	RXRG	ENSG00000143171
M04493	RXRB_02	Rxrb	RXRB	ENSG00000204231
M04494	THRA_01	THRA	THRA	ENSG00000126351
M04495	THRB_01	THRB	THRB	ENSG00000151090
M04496	THRB_02	THRB	THRB	ENSG00000151090
M04497	THRB_03	THRB	THRB	ENSG00000151090
M04498	VDR_01	VDR	VDR	ENSG00000111424
M04499	TP63_01	TP63	TP63	ENSG00000073282
M04500	TRP53_01	Trp53	TP53	ENSG00000141510
M04501	TRP53_02	Trp53	TP53	ENSG00000141510
M04502	TRP53_03	Trp53	TP53	ENSG00000141510
M04503	TRP73_01	Trp73	TP73	ENSG00000078900
M04504	GMEB2_04	GMEB2	GMEB2	ENSG00000101216
M04505	PITX1_04	PITX1	PITX1	ENSG00000069011
M04506	EGR1_08	Egr1	EGR1	ENSG00000120738
M04507	MTF1_07	MTF-1	MTF1	ENSG00000188786
M04508	PRDM4_01	PRDM4	PRDM4;TCF19	ENSG00000110851;ENSG00000137310
M04509	ZBTB49_01	ZBTB49	ZBTB49	ENSG00000168826
M04510	ZNF232_01	ZNF232	ZNF232	ENSG00000167840
M04511	ZNF282_01	ZNF282	ZNF282	ENSG00000170265
M04512	ZSCAN16_01	ZSCAN16	ZSCAN16	ENSG00000196812
M04513	ZNF713_01	ZNF713	ZNF713	ENSG00000178665
M04514	CPEB1_01	CPEB1	CPEB1	ENSG00000214575
M04515	E2F1_04	E2F-1	E2F1	ENSG00000101412
M04516	E2F1_05	E2F-1	E2F1	ENSG00000101412
M04517	E2F2_07	E2F2	E2F2	ENSG00000007968
M04518	E2F4_02	E2F-4	E2F4	ENSG00000205250
M04519	E2F4_03	E2F-4	E2F4	ENSG00000205250
M04520	E2F8_01	E2F8	E2F8	ENSG00000129173
M04521	SOX10_02	Sox-10	SOX10	ENSG00000100146
M04522	SOX10_03	Sox-10	SOX10	ENSG00000100146
M04523	SOX10_04	Sox-10	SOX10	ENSG00000100146
M04524	SOX10_05	Sox-10	SOX10	ENSG00000100146
M04525	SOX10_06	Sox-10	SOX10	ENSG00000100146
M04526	SOX14_06	Sox-14	SOX14	ENSG00000168875
M04527	SOX14_07	Sox-14	SOX14	ENSG00000168875
M04528	SOX14_08	Sox-14	SOX14	ENSG00000168875
M04529	SOX15_05	Sox-15	SOX15	ENSG00000129194
M04530	SOX15_06	Sox-15	SOX15	ENSG00000129194
M04531	SOX15_07	Sox-15	SOX15	ENSG00000129194
M04532	SOX18_05	Sox-18	SOX18	ENSG00000203883
M04533	SOX18_06	Sox-18	SOX18	ENSG00000203883
M04534	SOX18_07	Sox-18	SOX18	ENSG00000203883
M04535	SOX21_05	Sox-21	SOX21	ENSG00000125285
M04536	SOX21_06	Sox-21	SOX21	ENSG00000125285
M04537	SOX21_07	Sox-21	SOX21	ENSG00000125285
M04538	SOX21_08	Sox-21	SOX21	ENSG00000125285
M04539	SOX2_03	Sox-2	SOX2	ENSG00000181449
M04540	SOX2_04	Sox-2	SOX2	ENSG00000181449
M04541	SOX2_05	Sox-2	SOX2	ENSG00000181449
M04542	SOX4_03	Sox-4	SOX4	ENSG00000124766
M04543	SOX7_05	Sox-7	SOX7	ENSG00000171056
M04544	SOX7_06	Sox-7	SOX7	ENSG00000171056
M04545	SOX7_07	Sox-7	SOX7	ENSG00000171056
M04546	SOX8_05	Sox-8	SOX8	ENSG00000005513
M04547	SOX8_06	Sox-8	SOX8	ENSG00000005513
M04548	SOX8_07	Sox-8	SOX8	ENSG00000005513
M04549	SOX9_03	Sox-9	SOX9	ENSG00000125398
M04550	SOX9_04	Sox-9	SOX9	ENSG00000125398
M04551	SOX9_05	Sox-9	SOX9	ENSG00000125398
M04552	SOX9_06	Sox-9	SOX9	ENSG00000125398
M04553	SOX9_07	Sox-9	SOX9	ENSG00000125398
M04554	SOX9_08	Sox-9	SOX9	ENSG00000125398
M04555	SRY_08	SRY	SRY	ENSG00000184895
M04556	SRY_09	SRY	SRY	ENSG00000184895
M04557	SRY_10	SRY	SRY	ENSG00000184895
M04558	SRY_11	SRY	SRY	ENSG00000184895
M04559	SOX11_05	Sox-11	SOX11	ENSG00000176887
M04560	SOX17_07	Sox-17	SOX17	ENSG00000164736
M04561	SOX17_08	Sox-17	SOX17	ENSG00000164736
M04562	SOX1_05	Sox-1	SOX1	ENSG00000182968
M04563	SOX1_06	Sox-1	SOX1	ENSG00000182968
M04564	SOX1_07	Sox-1	SOX1	ENSG00000182968
M04565	SOX1_08	Sox-1	SOX1	ENSG00000182968
M04566	SOX3_01	Sox-3	SOX3	ENSG00000134595
M04567	SOX3_02	Sox-3	SOX3	ENSG00000134595
M04568	SOX3_03	Sox-3	SOX3	ENSG00000134595
M04569	TBX20_02	TBX20	TBX20	ENSG00000164532
M04570	MSC_01	MSC	MSC	ENSG00000178860
M04571	TFEC_01	TFEC	TFEC	ENSG00000105967
M04572	CREB3L1_02	CREB3L1	CREB3L1	ENSG00000157613
M04573	RARB_01	RARB	RARB	ENSG00000077092
M04594	ZIC3_07	Zic3	ZIC3	ENSG00000156925
M04595	SALL2_01	SALL2	SALL2	ENSG00000165821
M04610	CDP_Q6_01	CDP	CUX1;CUX2	ENSG00000257923;ENSG00000111249
M04611	FOXM1_Q3	FOXM1	FOXM1	ENSG00000111206
M04613	HLTF_Q4	HLTF	HLTF	ENSG00000071794
M04614	IPF1_Q5_01	Ipf1	PDX1	ENSG00000139515
M04616	ISL1_Q3	islet1	ISL1;LHX3	ENSG00000016082;ENSG00000107187
M04617	LRF_Q6	LRF	ZBTB7A	ENSG00000178951
M04619	MTF1_Q5	MTF-1	MTF1	ENSG00000188786
M04622	NUR77_Q5_01	Nur77	NR4A1	ENSG00000123358
M04623	OTX2_Q3_01	Otx2	OTX2	ENSG00000165588
M04624	PAX4_Q2	Pax-4	PAX4	ENSG00000106331
M04625	PLZFB_Q3	PLZF	ZBTB16	ENSG00000109906
M04626	PROP1_Q2	Prop-1	PROP1	ENSG00000175325
M04627	RFX1_Q6	Rfx1	RFX1;RFX2;RFX3	ENSG00000132005;ENSG00000087903;ENSG00000080298
M04631	RREB_Q5	RREB-1	RREB1	ENSG00000124782
M04632	SREBP1_Q6_01	SREBP-1	NR0B1;SREBF1	ENSG00000169297;ENSG00000072310
M04633	TCF4_Q5_02	TCF-4	CTNNB1;LEF1;SMAD3;SMAD4;TCF4	ENSG00000168036;ENSG00000138795;ENSG00000166949;ENSG00000141646;ENSG00000196628
M04635	TEF5_Q2	TEF-5	TEAD3	ENSG00000007866
M04636	TFIII_Q6_01	TFII-I	GTF2I;USF1;USF2	ENSG00000263001;ENSG00000158773;ENSG00000105698
M04643	FOXN2_01	Foxn2	FOXN2	ENSG00000170802
M04644	FOXN2_02	FOXN2	FOXN2	ENSG00000170802
M04645	FOXN4_01	Foxn4	FOXN4	ENSG00000139445
M04646	FOXN4_02	FOXN4	FOXN4	ENSG00000139445
M04647	FOXR1_01	Foxr1	FOXR1	ENSG00000176302
M04648	FOXR1_02	FOXR1	FOXR1	ENSG00000176302
M04649	FOXA2_05	FOXA2	FOXA2	ENSG00000125798
M04653	FOXJ3_14	foxj3	FOXJ3	ENSG00000198815
M04659	FOXN1_01	FOXN1	FOXN1	ENSG00000109101
M04661	FOXN4_03	foxn4	FOXN4	ENSG00000139445
M04662	FOXN4_04	FOXN4	FOXN4	ENSG00000139445
M04663	FOXM1_03	foxm1	FOXM1	ENSG00000111206
M04664	FOXM1_04	FOXM1	FOXM1	ENSG00000111206
M04678	SIX5_01	Six-5	SIX5	ENSG00000177045
M04679	USF2_01	USF2	USF2	ENSG00000105698
M04680	SRF_09	SRF	SRF	ENSG00000112658
M04681	JUND_01	JunD	JUND	ENSG00000130522
M04682	SIX5_02	Six-5	SIX5	ENSG00000177045
M04683	NFYA_02	NF-YA	NFYA	ENSG00000001167
M04685	NFE2_04	NF-E2	NFE2	ENSG00000123405
M04689	CTCF_05	CTCF	CTCF	ENSG00000102974
M04690	CEBPB_04	C/EBPbeta	CEBPB	ENSG00000172216
M04691	ZBTB33_01	Kaiso	ZBTB33	ENSG00000177485
M04692	ETS1_04	c-ets-1	ETS1	ENSG00000134954
M04693	FOS_02	c-Fos	FOS	ENSG00000170345
M04694	NRF1_03	NRF-1	NRF1	ENSG00000106459
M04695	REST_04	REST	REST	ENSG00000084093
M04696	YY1_07	YY1	YY1	ENSG00000100811
M04697	RAD21_01	Rad21	RAD21	ENSG00000164754
M04698	GABPA_07	GABP-alpha	GABPA	ENSG00000154727
M04699	MAFK_07	MafK	MAFK	ENSG00000198517
M04702	REST_05	REST	REST	ENSG00000084093
M04704	BCLAF1_01	BCLAF1	BCLAF1	ENSG00000029363
M04706	RELA_02	RelA	RELA	ENSG00000173039
M04707	RFX5_03	rfx5	RFX5	ENSG00000143390
M04708	SMC3_01	SMC-3	SMC3	ENSG00000108055
M04710	CHD2_01	CHD2	CHD2	ENSG00000173575
M04711	SPI1_07	PU.1	SPI1	ENSG00000066336
M04713	GATA1_10	GATA-1	GATA1	ENSG00000102145
M04714	ELF1_03	Elf-1	ELF1	ENSG00000120690
M04715	POU2F2_06	Oct-2	POU2F2	ENSG00000028277
M04716	BATF_01	B-ATF	BATF	ENSG00000156127
M04719	HNF4G_01	HNF-4gamma	HNF4G	ENSG00000164749
M04720	BHLHE40_03	DEC1	BHLHE40	ENSG00000134107
M04721	STAT1_07	STAT1	STAT1	ENSG00000115415
M04722	SPI1_08	PU.1	SPI1	ENSG00000066336
M04723	THAP1_01	Thap1	THAP1	ENSG00000131931
M04724	MXI1_01	Mxi1	MXI1	ENSG00000119950
M04726	REST_06	REST	REST	ENSG00000084093
M04727	CTCF_06	CTCF	CTCF	ENSG00000102974
M04729	EBF1_04	COE1	EBF1	ENSG00000164330
M04731	PRDM1_03	Blimp-1	PRDM1	ENSG00000057657
M04734	CTCF_07	CTCF	CTCF	ENSG00000102974
M04735	POU5F1_04	Oct3	POU5F1	ENSG00000204531
M04737	FOXA1_02	HNF-3alpha	FOXA1	ENSG00000129514
M04738	ESR1_04	ER-alpha	ESR1	ENSG00000091831
M04739	RAD21_02	Rad21	RAD21	ENSG00000164754
M04741	SREBF1_02	SREBP-1	SREBF1	ENSG00000072310
M04743	MYC_02	c-Myc	MYC	ENSG00000136997
M04744	ATF3_02	ATF-3	ATF3	ENSG00000162772
M04745	CTCF_08	CTCF	CTCF	ENSG00000102974
M04748	GABPA_08	GABP-alpha	GABPA	ENSG00000154727
M04750	NR3C1_04	GR	NR3C1	ENSG00000113580
M04752	RAD21_03	Rad21	RAD21	ENSG00000164754
M04754	PAX5_06	Pax-5	PAX5	ENSG00000196092
M04756	SIN3A_01	sin3A	SIN3A	ENSG00000169375
M04758	MEF2C_02	MEF-2C	MEF2C	ENSG00000081189
M04763	CTCFL_01	CTCFL	CTCFL	ENSG00000124092
M04765	PAX5_07	Pasx-5	PAX5	ENSG00000196092
M04770	TAF1_01	TAFII250	TAF1	ENSG00000147133
M04771	CTCF_10	CTCF	CTCF	ENSG00000102974
M04774	SMARCC2_01	BAF170	SMARCC2	ENSG00000139613
M04775	TCF7L2_06	TCF-4	TCF4;TCF7L2	ENSG00000196628;ENSG00000148737
M04776	JUND_02	JunD	JUND	ENSG00000130522
M04780	MAFF_02	MafF	MAFF	ENSG00000185022
M04781	NR2C2_03	TR4	NR2C2	ENSG00000177463
M04782	CCNT2_01	cyclinT2	CCNT2	ENSG00000082258
M04785	RAD21_04	Rad21	RAD21	ENSG00000164754
M04787	RXRA_07	RXR-alpha	RXRA	ENSG00000186350
M04788	IRF1_03	IRF-1	IRF1	ENSG00000125347
M04789	FOXA1_03	HNF-3alpha	FOXA1	ENSG00000129514
M04795	BCL11A_02	BCL-11A	BCL11A	ENSG00000119866
M04797	EGR1_09	Egr-1	EGR1	ENSG00000120738
M04799	SIN3A_03	Sin3A	SIN3A	ENSG00000169375
M04802	FOS_03	c-Fos	FOS	ENSG00000170345
M04804	PBX3_02	PBX3	PBX3	ENSG00000167081
M04806	TCF12_01	HTF4	TCF12	ENSG00000140262
M04807	PBX3_03	PBX3	PBX3	ENSG00000167081
M04808	HNF4A_09	HNF4alpha	HNF4A	ENSG00000101076
M04810	USF2_02	USF2	USF2	ENSG00000105698
M04811	RELA_03	RelA-p65	RELA	ENSG00000173039
M04814	RELA_04	RelA-p65	RELA	ENSG00000173039
M04815	SETDB1_01	ESET	SETDB1	ENSG00000143379
M04816	BCL3_03	BCL-3	BCL3	ENSG00000069399
M04818	IRF4_07	IRF-4	IRF4	ENSG00000137265
M04819	HDAC2_02	hdac2	HDAC2	ENSG00000196591
M04822	ETS1_06	c-ets-1	ETS1	ENSG00000134954
M04823	E2F4_05	E2F-4	E2F4	ENSG00000205250
M04826	EP300_05	p300	EP300	ENSG00000100393
M04831	ZEB1_03	ZEB1	ZEB1	ENSG00000148516
M04833	EP300_06	p300	EP300	ENSG00000100393
M04837	NANOG_05	nanog	NANOG	ENSG00000111704
M04841	RFX5_05	rfx5	RFX5	ENSG00000143390
M04843	SMC3_02	SMC-3	SMC3	ENSG00000108055
M04844	MAX_11	Max	MAX	ENSG00000125952
M04845	ZBTB7A_02	LRF	ZBTB7A	ENSG00000178951
M04849	RELA_05	RelA-p65	RELA	ENSG00000173039
M04850	RAD21_10	Rad21	RAD21	ENSG00000164754
M04853	REST_10	REST	REST	ENSG00000084093
M04854	SMC3_03	SMC-3	SMC3	ENSG00000108055
M04855	IRF4_08	IRF-4	IRF4	ENSG00000137265
M04856	BATF_02	B-ATF	BATF	ENSG00000156127
M04858	THAP1_02	thap1	THAP1	ENSG00000131931
M04859	SMC3_04	SMC-3	SMC3	ENSG00000108055
M04863	GTF3C2_01	TF3C-beta	GTF3C2	ENSG00000115207
M04866	HDAC2_04	hdac2	HDAC2	ENSG00000196591
M04868	EP300_07	p300	EP300	ENSG00000100393
M04869	EGR1_11	Egr-1	EGR1	ENSG00000120738
M04870	HDAC2_05	hdac2	HDAC2	ENSG00000196591
M04873	ESRRA_10	ERR1	ESRRA	ENSG00000173153
M04877	GTF3C2_02	TF3C-beta	GTF3C2	ENSG00000115207
M04881	ESR1_05	ER-alpha	ESR1	ENSG00000091831
M04883	TCF12_03	HTF4	TCF12	ENSG00000140262
M04889	CHD2_02	chd2	CHD2	ENSG00000173575
M04890	BATF_03	B-ATF	BATF	ENSG00000156127
M04892	EGR1_12	Egr-1	EGR1	ENSG00000120738
M04896	TFAP2A_09	AP-2alpha	TFAP2A	ENSG00000137203
M04897	FOSL1_01	Fra-1	FOSL1	ENSG00000175592
M04898	NANOG_07	nanog	NANOG	ENSG00000111704
M04901	EP300_08	p300	EP300	ENSG00000100393
M04903	HNF4A_10	HNF-4alpha	HNF4A	ENSG00000101076
M04904	POLR3A_01	POLR3A	POLR3A	ENSG00000148606
M04906	SIN3A_04	sin3A	SIN3A	ENSG00000169375
M04908	YY1_08	YY1	YY1	ENSG00000100811
M04909	ZNF263_01	FPM315	ZNF263	ENSG00000006194
M04913	ZBTB7A_03	LRF	ZBTB7A	ENSG00000178951
M04916	TAF1_07	TAFII250	TAF1	ENSG00000147133
M04918	EGR1_13	Egr-1	EGR1	ENSG00000120738
M04921	HNF4G_02	HNF-4gamma	HNF4G	ENSG00000164749
M04923	ZBTB33_03	Kaiso	ZBTB33	ENSG00000177485
M04924	EBF1_05	COE1	EBF1	ENSG00000164330
M04925	TRIM28_02	RNF96	TRIM28	ENSG00000130726
M04926	REST_12	REST	REST	ENSG00000084093
M04931	TCF12_05	HTF4	TCF12	ENSG00000140262
M04932	SP2_04	Sp2	SP2	ENSG00000167182
M04934	NR2C2_04	TR4	NR2C2	ENSG00000177463
M04935	SP1_07	Sp1	SP1	ENSG00000185591
M04950	EGR1_15	Egr-1	EGR1	ENSG00000120738
M04953	SP1_08	Sp1	SP1	ENSG00000185591
M04955	ZBTB33_04	Kaiso	ZBTB33	ENSG00000177485
M04960	POU5F1_05	Oct3	POU5F1	ENSG00000204531
M04966	EP300_11	p300	EP300	ENSG00000100393
M05294	ZNF652_01	Znf652	ZNF652	ENSG00000198740
M05295	ZBTB42_01	ZBTB42	ZBTB42	ENSG00000179627
M05296	ZNF426_01	znf426	ZNF426	ENSG00000130818
M05297	SOX1_09	Sox-1	SOX1	ENSG00000182968
M05298	OVOL3_01	OVOL3	OVOL3	ENSG00000105261
M05299	NKX26_03	NKX2-6	NKX2-6	ENSG00000180053
M05300	MGA_04	Mga	MGA	ENSG00000174197
M05301	CPBP_01	CPBP	KLF6	ENSG00000067082
M05302	REST_13	REST	REST	ENSG00000084093
M05303	ZNF536_01	ZNF536	ZNF536	ENSG00000198597
M05304	ZBTB5_01	Zbtb5	ZBTB5	ENSG00000168795
M05305	SOX11_06	Sox-11	SOX11	ENSG00000176887
M05306	FOXD2_03	FOXD2	FOXD2	ENSG00000186564
M05307	FOXD2_04	FOXD2	FOXD2	ENSG00000186564
M05308	PAX4_10	Pax-4	PAX4	ENSG00000106331
M05310	ZNF688_01	ZNF688	ZNF688	ENSG00000229809
M05311	TIEG1_01	TIEG-1	KLF10	ENSG00000155090
M05312	FKLF_01	FKLF	KLF11	ENSG00000172059
M05313	ZNF536_02	ZNF536	ZNF536	ENSG00000198597
M05314	ZNF536_03	ZNF536	ZNF536	ENSG00000198597
M05315	HOXB3_04	HOXB3	HOXB3	ENSG00000120093
M05316	HOXB2_02	HOXB2	HOXB2	ENSG00000173917
M05317	SOX30_04	sox-30	SOX30	ENSG00000039600
M05318	KLF8_01	KLF8	KLF8	ENSG00000102349
M05319	KLF7_05	KLF7	KLF7	ENSG00000118263
M05320	TBR2_02	Tbr2	EOMES	ENSG00000163508
M05321	TBR2_03	TBR2	EOMES	ENSG00000163508
M05322	TBX6_01	T-box protein 6	TBX6	ENSG00000149922
M05323	TBX1_06	Tbx1	TBX1	ENSG00000184058
M05324	TBX10_01	tbx10	TBX10	ENSG00000167800
M05325	TBX3_01	Tbx3	TBX3	ENSG00000135111
M05326	SOX3_04	Sox-3	SOX3	ENSG00000134595
M05327	WT1_01	WT1	WT1	ENSG00000184937
M05328	PAX4_11	Pax-4	PAX4	ENSG00000106331
M05329	BTEB4_01	BTEB4	KLF16	ENSG00000129911
M05330	EMX1_03	Emx-1	EMX1	ENSG00000135638
M05331	GLI2_05	Gli2	GLI2	ENSG00000074047
M05332	SP2_05	Sp2	SP2	ENSG00000167182
M05333	EGR3_04	egr-3	EGR3	ENSG00000179388
M05334	EGR4_02	Egr-4	EGR4	ENSG00000135625
M05335	EGR3_05	egr-3	EGR3	ENSG00000179388
M05336	EGR3_06	egr-3	EGR3	ENSG00000179388
M05337	EGR4_03	Egr-4	EGR4	ENSG00000135625
M05338	HOXB3_05	HOXB3	HOXB3	ENSG00000120093
M05339	GSH1_01	gsh-1	GSX1	ENSG00000169840
M05340	HOXB2_03	HOXB2	HOXB2	ENSG00000173917
M05341	LBX1_01	Lbx1	LBX1	ENSG00000138136
M05342	NUR77_01	Nur77	NR4A1	ENSG00000123358
M05343	NOR1_01	NOR1	NR4A3	ENSG00000119508
M05344	EGR2_03	Egr-2	EGR2	ENSG00000122877
M05345	TBX6_02	T-box protein 6	TBX6	ENSG00000149922
M05346	TBX1_07	Tbx1	TBX1	ENSG00000184058
M05347	TR2_01	TR2	NR2C1	ENSG00000120798
M05348	TBX3_02	Tbx3	TBX3	ENSG00000135111
M05349	ZNF293_01	ZNF293	SNAI3	ENSG00000185669
M05350	OZF_01	OZF	ZNF146	ENSG00000167635
M05351	FOXD4L6_01	FOXD4L6	FOXD4L6	ENSG00000273514
M05352	ZNF692_01	ZNF692	ZNF692	ENSG00000171163
M05353	KLF14_02	Klf14	KLF14	ENSG00000266265
M05354	ZFP800_01	Zfp800	ZNF800	ENSG00000048405
M05355	FOXE3_01	FOXE3	FOXE3	ENSG00000186790
M05356	FREAC4_02	FREAC4	FOXD1	ENSG00000251493
M05357	BRN3B_01	Brn-3b	POU4F2	ENSG00000151615
M05358	RLF_01	RLF	RLF	ENSG00000117000
M05359	ZBTB24_01	Zbtb24	ZBTB24	ENSG00000112365
M05360	TIEG1_02	TIEG-1	KLF10	ENSG00000155090
M05361	SP6_01	Sp6	SP6	ENSG00000189120
M05362	NKX11_03	NKX1-1	NKX1-1	ENSG00000235608
M05363	HNF4GAMMA_01	HNF-4gamma	HNF4G	ENSG00000164749
M05364	OZF_02	OZF	ZNF146	ENSG00000167635
M05365	TBX2_03	TBX2	TBX2	ENSG00000121068
M05366	TBR1_02	Tbr-1	TBR1	ENSG00000136535
M05367	ZNF18_01	Znf18	ZNF18	ENSG00000154957
M05368	ZNF746_01	ZNF746	ZNF746	ENSG00000181220
M05369	EZI_01	EZI	ZNF467	ENSG00000181444
M05370	FOXD4_01	FOXD4	FOXD4	ENSG00000170122
M05372	FOXD4L5_01	FOXD4L5	FOXD4L5	ENSG00000204779
M05373	FOXD4L3_01	FOXD4L3	FOXD4L3	ENSG00000187559
M05374	FOXD4L2_01	FOXD4L2	FOXD4L4	ENSG00000184659
